204020 fast 1 2.52
204020 normal 104 5462.92
204020 slow 104 2950.37
204025 fast 1 0.54
204025 normal 131 2339.23
204025 slow 132 1436.11
204028 fast 2 8.98
204028 normal 88 3187.09
204028 slow 89 1790.96
204038 fast 8 59.17
204038 normal 126 6682.91
204038 slow 126 3779.05
204060 fast 4 16.47
204060 normal 59 4247.71
204060 slow 59 2237.07
204067 fast 0 0.0
204067 normal 41 760.85
204067 slow 42 368.66
204456 fast 6 8.34
204456 normal 70 6672.2
204456 slow 71 3119.14
1626143 fast 1 1.99
1626143 normal 74 8415.69
1626143 slow 75 5676.42
1626144 fast 5 29.05
1626144 normal 117 7666.6
1626144 slow 117 4101.7
1626145 fast 0 0.0
1626145 normal 9 60.85
1626145 slow 10 88.51
1626147 fast 2 14.65
1626147 normal 59 617.34
1626147 slow 58 265.81
1626148 fast 4 19.9
1626148 normal 132 4984.75
1626148 slow 133 2776.04
1626149 fast 0 0.0
1626149 normal 61 748.28
1626149 slow 62 453.74
1626151 fast 0 0.0
1626151 normal 58 701.37
1626151 slow 59 317.77
1626153 fast 0 0.0
1626153 normal 34 216.42
1626153 slow 35 132.55
1626154 fast 0 0.0
1626154 normal 22 205.72
1626154 slow 23 126.42
1626156 fast 2 17.5
1626156 normal 116 4992.85
1626156 slow 117 2808.51
1626157 fast 1 8.05
1626157 normal 93 5205.93
1626157 slow 93 3123.4
1626158 fast 6 26.52
1626158 normal 51 2877.6
1626158 slow 52 1996.72
1626159 fast 2 5.37
1626159 normal 97 5452.29
1626159 slow 98 3082.93
1626161 fast 8 48.73
1626161 normal 71 4409.09
1626161 slow 71 2617.89
1626162 fast 0 0.0
1626162 normal 69 1079.65
1626162 slow 70 551.09
1626163 fast 9 13.64
1626163 normal 129 6530.0
1626163 slow 129 3686.57
1626164 fast 6 32.9
1626164 normal 104 5307.02
1626164 slow 105 3063.21
1626167 fast 0 0.0
1626167 normal 113 4007.4
1626167 slow 113 2405.75
1626168 fast 0 0.0
1626168 normal 71 2062.89
1626168 slow 72 984.64
1626169 fast 6 14.68
1626169 normal 112 4438.91
